Source URL,Keyword,Avg Monthly Searches,Competition,Low CPC (USD),High CPC (USD),Sentiment Score,Sentiment Confidence,Intent,content_match_score,relevance_bucket,volume_score,cpc_score,difficulty_score,relevance_score,sentiment_score,base_score,intent_multiplier,content_score,keyword_score,Cluster
https://genzgamecode.com/,gamer games to play,201000,LOW,9.47,126.97,4,0.5024,informational,8.56,Very High,100.0,4.289580261659917,100,57.377049180327866,100.0,64.46,1.2,77.35,0.0,Cluster 3
https://genzgamecode.com/,journey games,14800,LOW,641.35,2691.1,4,0.5204,informational,8.3,Very High,4.805725971370143,100.0,100,14.754098360655728,100.0,53.41,1.2,64.09,0.0,Cluster 4
https://genzgamecode.com/,g am e,5400,LOW,8.02,38.15,4,0.4821,informational,8.21,Very High,0.0,0.9742259382990239,100,0.0,100.0,30.19,1.2,36.23,0.0,Cluster 8
https://genzgamecode.com/,game games game,40500,MEDIUM,6.2,25.43,4,0.4941,informational,8.5,Very High,17.94478527607362,0.4994307683693847,50,47.54098360655728,100.0,31.72,1.2,38.06,0.0,Cluster 4
https://genzgamecode.com/,game of all,18100,LOW,6.9,38.19,4,0.4498,informational,8.23,Very High,6.492842535787322,0.9757190048711296,100,3.278688524590097,100.0,32.31,1.2,38.77,0.0,Cluster 4
https://genzgamecode.com/,play on gaming,8100,LOW,9.34,63.53,4,0.499,informational,8.29,Very High,1.3803680981595092,1.921576678300144,100,13.114754098360388,100.0,32.7,1.2,39.24,0.0,Cluster 3
https://genzgamecode.com/,game of us,18100,LOW,12.05,179.06,4,0.5085,informational,8.23,Very High,6.492842535787322,6.233926205184674,100,3.278688524590097,100.0,33.36,1.2,40.03,0.0,Cluster 4
https://genzgamecode.com/,game play,8100,LOW,9.34,63.53,4,0.5019,informational,8.41,Very High,1.3803680981595092,1.921576678300144,100,32.78688524590155,100.0,35.65,1.2,42.78,0.0,Cluster 4
https://genzgamecode.com/,biggest games,27100,LOW,1.68,12.05,4,0.4593,informational,8.37,Very High,11.094069529652351,0.0,100,26.229508196721067,100.0,36.71,1.2,44.05,0.0,Cluster 5
https://genzgamecode.com/,time of game,12100,LOW,136.88,336.6,4,0.5239,informational,8.38,Very High,3.425357873210634,12.114368899423305,100,27.86885245901641,100.0,37.46,1.2,44.95,0.0,Cluster 4
https://genzgamecode.com/,games for all,18100,LOW,6.9,38.19,5,0.5342,informational,8.44,Very High,6.492842535787322,0.9757190048711296,100,37.7049180327867,100.0,37.47,1.2,44.96,0.0,Cluster 4
https://genzgamecode.com/,my gaming,6600,LOW,12.69,389.98,4,0.4846,informational,8.44,Very High,0.6134969325153374,14.106866239898475,100,37.7049180327867,100.0,38.63,1.2,46.36,0.0,Cluster 3
https://genzgamecode.com/,time for game,12100,LOW,136.88,336.6,4,0.5082,informational,8.47,Very High,3.425357873210634,12.114368899423305,100,42.622950819672134,100.0,39.67,1.2,47.6,0.0,Cluster 4
https://genzgamecode.com/,ai game,12100,LOW,94.93,299.69,4,0.4976,informational,8.6,Very High,3.425357873210634,10.736641720012692,100,63.934426229508055,100.0,42.59,1.2,51.11,0.0,Cluster 9
https://genzgamecode.com/,game with ai,12100,LOW,94.93,299.69,4,0.497,informational,8.61,Very High,3.425357873210634,10.736641720012692,100,65.5737704918031,100.0,42.84,1.2,51.41,0.0,Cluster 9
https://genzgamecode.com/,game popular game,14800,LOW,14.13,582.81,4,0.4813,informational,8.52,Very High,4.805725971370143,21.30456691737743,100,50.81967213114738,100.0,43.09,1.2,51.71,0.0,Cluster 1
https://genzgamecode.com/,popular game game,14800,LOW,14.13,582.81,4,0.503,informational,8.54,Very High,4.805725971370143,21.30456691737743,100,54.09836065573748,100.0,43.58,1.2,52.3,0.0,Cluster 1
https://genzgamecode.com/,play gaming,74000,LOW,6.83,68.95,4,0.4927,informational,8.39,Very High,35.07157464212679,2.1238871988204777,100,29.508196721311457,100.0,43.62,1.2,52.34,0.0,Cluster 3
https://genzgamecode.com/,popular game popular game,14800,LOW,14.13,582.81,4,0.4835,informational,8.55,Very High,4.805725971370143,21.30456691737743,100,55.73770491803282,100.0,43.82,1.2,52.58,0.0,Cluster 1
https://genzgamecode.com/,popular games,14800,LOW,14.13,582.81,4,0.5068,informational,8.57,Very High,4.805725971370143,21.30456691737743,100,59.01639344262291,100.0,44.31,1.2,53.17,0.0,Cluster 1
